Protein_name,aromaticity,instability_index,isoelectric_point,gravy,molecular_weight,mol_weight,num_h_donors,num_h_acceptors,tpsa,logp,num_rotatable_bonds,MaxEStateIndex,MinEStateIndex,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA14,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA5,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,TPSA,EState_VSA1,EState_VSA10,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_ether,Binding_affinity
pdb4r84.ent,0.116033755,39.59179325,4.63257122,-0.344092827,53649.4639,643.532,14,20,335.83,-8.7998,12,15.5136689,-6.028466456,42.95238095,643.532,602.204,643.2244697,250,1.166666667,1.80952381,2.357142857,3.186431498,1.771230481,872.8947214,31.73132185,22.27445023,23.27445023,19.45093837,12.9650166,14.63697506,10.33537476,11.8758966,7.195980161,8.304437886,4.98952589,6.092611471,-0.44,646192646.4,36.03260737,14.32794434,7.67218078,238.4368893,238.2960171,83.76373243,8.170218376,15.53348694,105.3363916,19.75852033,21.26065629,172.6089483,18.52122023,13.34455882,335.83,113.375815,60.85209715,10.63357721,24.25488771,35.61142587,24.48348136,105.5637912,-24.39297455,-0.861552265,-6.028466456,42,15,20,20,14,22,12,-8.7998,131.1226,10,9,2,-7.72
pdb4r84.ent,0.116033755,39.59179325,4.63257122,-0.344092827,53649.4639,643.532,14,20,335.83,-8.7998,12,15.5136689,-6.028466456,42.95238095,643.532,602.204,643.2244697,250,1.166666667,1.80952381,2.357142857,3.186431498,1.771230481,872.8947214,31.73132185,22.27445023,23.27445023,19.45093837,12.9650166,14.63697506,10.33537476,11.8758966,7.195980161,8.304437886,4.98952589,6.092611471,-0.44,646192646.4,36.03260737,14.32794434,7.67218078,238.4368893,238.2960171,83.76373243,8.170218376,15.53348694,105.3363916,19.75852033,21.26065629,172.6089483,18.52122023,13.34455882,335.83,113.375815,60.85209715,10.63357721,24.25488771,35.61142587,24.48348136,105.5637912,-24.39297455,-0.861552265,-6.028466456,42,15,20,20,14,22,12,-8.7998,131.1226,10,9,2,-7.67
pdb4pqg.ent,0.132411067,32.676917,5.093762779,-0.339920949,58192.5752,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7
pdb4pqg.ent,0.133732535,32.90323353,4.975310326,-0.310778443,57528.9306,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.07
pdb4phs.ent,0.120879121,43.75062271,5.722743034,-0.41025641,31579.413,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.96
pdb4phr.ent,0.119133574,43.15927798,5.722743034,-0.376895307,32104.197,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.26
pdb4p00.ent,0.104395604,47.59342033,9.171417427,0.246840659,81306.2978,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.6
pdb4n9w.ent,0.063888889,30.01166667,5.671019554,0.141666667,38402.5495,453.282,10,16,260.54,-7.7055,6,11.54709042,-5.561978886,43.89285714,453.282,428.082,453.103677,168,1.142857143,1.821428571,2.464285714,3.060680238,1.61221445,558.3448456,20.85300667,14.28210261,16.28210261,12.8776292,8.263920344,11.64680258,6.634611811,9.884469494,4.603825105,7.230738592,3.404590485,5.359297687,0.22,1122914.608,22.89519417,8.392696728,5.09362707,159.3125762,158.8228629,53.35788168,16.34043675,20.85027554,49.26502834,13.27557315,31.47085649,97.44032822,13.57124149,0,260.54,72.21234706,29.99981699,24.78474434,20.25735364,13.69359817,50.34145757,39.07953278,-7.674005072,-0.628557901,-10.98929169,28,11,16,16,10,18,6,-7.7055,88.6693,3,3,1,-5.7
pdb4n3c.ent,0.080344333,37.34160689,6.995538521,-0.270875179,78422.3104,617.435,12,20,321.87,-8.367,11,12.52019331,-5.898921529,42.43589744,617.435,580.139,617.1609171,234,1,1.641025641,2.230769231,3.096424879,1.593295509,788.7224049,29.28372809,20.53371794,22.53371794,18.04735027,11.88551946,15.22943639,9.282665272,12.71898436,6.247939896,9.373205498,4.341384782,6.944071184,0.06,154682644.9,33.56077002,13.5723819,8.554755203,222.3814436,222.2259254,83.25771717,16.34043675,15.53348694,87.33576417,19.75852033,20.42040041,149.2886778,22.8318516,13.34455882,321.87,103.545406,60.42586557,19.46795574,13.99747307,24.25350732,46.18209235,83.99078265,-16.74896323,-0.542919531,-11.6788535,39,12,20,20,12,22,11,-8.367,122.7014,8,8,2,-9.23
pdb4m83.ent,0.071246819,44.73157761,5.104448509,-0.176590331,42866.9703,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.56
pdb4m83.ent,0.07106599,44.6434264,5.103595924,-0.186548223,42994.1115,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.52
pdb4lw3.ent,0.111570248,43.41322314,8.815938759,-0.442975207,28411.2623,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-8.36
pdb4lei.ent,0.058666667,42.36986667,5.020895195,-0.008,41541.2289,410.253,7,13,210.46,-4.8516,6,11.43547108,-5.502394355,39.56,410.253,386.061,410.08663,152,1.24,1.88,2.48,2.790403366,1.885578281,453.0678486,18.99119935,13.25715858,15.25715858,11.3776292,7.513103356,10.8959856,6.076894318,9.326752001,3.937765595,6.564679082,2.675244887,4.629952089,0.34,184442.8721,21.63795519,8.147990042,6.178677591,143.8787923,143.3446911,53.35788168,16.34043675,10.21669833,44.36012989,13.15163837,15.10361181,79.06693616,13.57124149,13.34455882,210.46,53.96288979,29.99981699,14.15116714,14.52368616,13.64914615,49.85334714,32.08888152,-5.002938101,1.35986321,-10.8336961,25,7,13,13,7,15,6,-4.8516,80.6275,3,3,1,-7.2
pdb4lei.ent,0.061662198,42.00536193,5.020895195,-0.044504021,41293.8515,410.253,7,13,210.46,-4.8516,6,11.43547108,-5.502394355,39.56,410.253,386.061,410.08663,152,1.24,1.88,2.48,2.790403366,1.885578281,453.0678486,18.99119935,13.25715858,15.25715858,11.3776292,7.513103356,10.8959856,6.076894318,9.326752001,3.937765595,6.564679082,2.675244887,4.629952089,0.34,184442.8721,21.63795519,8.147990042,6.178677591,143.8787923,143.3446911,53.35788168,16.34043675,10.21669833,44.36012989,13.15163837,15.10361181,79.06693616,13.57124149,13.34455882,210.46,53.96288979,29.99981699,14.15116714,14.52368616,13.64914615,49.85334714,32.08888152,-5.002938101,1.35986321,-10.8336961,25,7,13,13,7,15,6,-4.8516,80.6275,3,3,1,-7.3
pdb4kqm.ent,0.10815047,36.5457837,6.325975227,-0.304075235,73023.2925,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.54
pdb4kqm.ent,0.10815047,36.5457837,6.325975227,-0.304075235,73023.2925,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.68
pdb4kqm.ent,0.10815047,36.5457837,6.325975227,-0.304075235,73023.2925,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.69
pdb4kqm.ent,0.107086614,36.5956063,6.399695396,-0.303149606,72673.954,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.63
pdb4kq2.ent,0.10815047,36.31020376,6.130903816,-0.284326019,72854.0617,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.62
pdb4kq2.ent,0.10815047,36.31020376,6.130903816,-0.284326019,72854.0617,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.59
pdb4kq2.ent,0.10815047,36.31020376,6.130903816,-0.284326019,72854.0617,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.76
pdb4kq2.ent,0.114457831,35.02409639,5.38443737,-0.227108434,18837.0169,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.61
pdb4kq1.ent,0.10815047,36.31020376,6.130903816,-0.284326019,72854.0617,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.7
pdb4kq1.ent,0.10815047,36.31020376,6.130903816,-0.284326019,72854.0617,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.6
pdb4kq1.ent,0.10815047,36.31020376,6.130903816,-0.284326019,72854.0617,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.81
pdb4kq1.ent,0.106918239,36.19891509,6.130903816,-0.28836478,72619.8106,331.238,7,11,178.17,-4.9059,4,10.65963346,-4.991659148,43.19047619,331.238,311.078,331.0911904,126,1.238095238,1.904761905,2.476190476,2.63559112,1.957558821,356.6002527,15.78409257,10.940662,11.940662,9.687359167,6.374809496,8.085733268,4.988403472,6.374042017,3.416030539,3.958747226,2.342788422,2.724167429,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.1748097,119.4458687,44.3669545,8.170218376,10.21669833,43.54035908,13.15163837,10.21020021,85.38401834,9.260610116,6.420821623,178.17,51.8966378,25.31952118,9.840535766,14.52368616,9.580149151,29.22729949,41.26559889,-6.979243438,-0.407700499,-4.991659148,21,7,11,11,7,12,4,-4.9059,65.8515,4,4,1,-6.61
pdb4js2.ent,0.125786164,40.49154088,8.242041206,-0.494025157,36777.5636,330.254,7,11,183.96,-4.9395,4,10.67352235,-4.975130222,43.19047619,330.254,309.086,330.1071748,126,1.333333333,2,2.571428571,2.63559112,1.957558821,358.3746902,15.78409257,11.07079867,12.07079867,9.687359167,6.44994394,8.160867711,5.079098769,6.464737313,3.475287206,4.018003893,2.378988625,2.760367631,-0.01,36879.82654,17.34552975,6.62366093,4.255676924,120.7204667,120.0108832,39.26042711,8.170218376,10.21669833,43.47823352,13.15163837,15.94386768,80.21536539,9.260610116,6.420821623,183.96,51.83451224,20.21299379,9.840535766,20.25735364,9.640965477,29.34896615,32.29611011,-5.973149334,-0.258009141,-4.975130222,21,8,11,11,7,12,4,-4.9395,67.8201,3,3,1,-7.2
pdb4irp.ent,0.129310345,46.50090517,7.906676674,-0.328448276,26834.2705,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.5
pdb4irp.ent,0.127753304,50.64057269,7.904549217,-0.319823789,26207.5667,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.4
pdb4hg6.ent,0.104417671,48.34432396,9.062272453,0.210977242,83541.7543,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.48
pdb4gyw.ent,0.08057554,37.42848921,7.048171425,-0.288057554,78211.9532,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.51
pdb4gyw.ent,0.083086053,35.65,7.44041729,-0.25504451,75897.549,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.56
pdb4g2t.ent,0.052023121,46.67398844,5.121954918,0.123988439,36865.8679,410.253,7,13,210.46,-4.8516,6,11.43547108,-5.502394355,39.56,410.253,386.061,410.08663,152,1.24,1.88,2.48,2.790403366,1.885578281,453.0678486,18.99119935,13.25715858,15.25715858,11.3776292,7.513103356,10.8959856,6.076894318,9.326752001,3.937765595,6.564679082,2.675244887,4.629952089,0.34,184442.8721,21.63795519,8.147990042,6.178677591,143.8787923,143.3446911,53.35788168,16.34043675,10.21669833,44.36012989,13.15163837,15.10361181,79.06693616,13.57124149,13.34455882,210.46,53.96288979,29.99981699,14.15116714,14.52368616,13.64914615,49.85334714,32.08888152,-5.002938101,1.35986321,-10.8336961,25,7,13,13,7,15,6,-4.8516,80.6275,3,3,1,-7.42
